,Education,City_Prague,Gender_Male,Loan term_4.0_12.0,Loan term_12.0_18.0,Loan term_18.0_24.0,Loan term_24.0_72.0,Loan Amount_250.0_1348.25,Loan Amount_1348.25_2325.5,Loan Amount_2325.5_3963.5,Loan Amount_3963.5_18424.0,Years since application_3.0_5.0,Years since application_5.0_8.0,Years since application_8.0_11.0,Years since application_11.0_13.0,Age_24.0_35.0,Age_35.0_41.0,Age_41.0_49.0,Age_49.0_73.0,DEFAULT
588,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
589,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
590,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
591,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
592,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
593,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
594,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
595,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
596,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
597,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
598,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
599,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
600,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
601,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
602,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
603,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
604,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
605,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
606,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
607,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
608,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
609,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
610,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
611,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
612,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
613,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
614,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
615,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
616,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
617,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
618,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
619,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
620,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
621,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
622,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
623,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
624,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
625,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
626,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
627,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
628,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
629,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
630,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
631,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
632,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
633,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
634,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
635,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
636,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
637,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
638,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
639,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
640,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
641,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
642,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
643,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
644,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
645,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
646,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
647,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
648,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
649,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
650,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
651,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
652,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
653,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
654,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
655,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
656,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
657,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
658,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
659,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
660,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
661,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
662,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
663,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
664,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
665,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
666,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
667,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
668,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
669,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
670,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
671,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
672,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
673,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
674,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
675,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
676,2,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
677,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
678,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
679,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
680,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
681,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
682,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
683,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
684,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
685,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
686,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
687,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
688,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
689,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
690,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
691,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
692,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
693,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
694,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
695,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
696,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
697,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
698,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
699,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
700,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
701,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
702,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
703,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
704,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
705,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
706,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
707,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
708,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
709,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
710,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
711,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
712,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
713,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
714,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
715,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
716,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
717,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
718,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
719,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
720,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
721,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
722,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
723,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
724,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
725,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
726,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
727,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
728,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
729,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
730,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
731,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
732,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
733,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
734,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
735,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
736,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
737,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
738,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
739,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
740,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
741,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
742,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
743,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
744,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
745,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
746,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
747,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
748,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
749,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
750,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
751,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
752,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
753,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
754,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
755,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
756,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
757,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
758,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
759,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
760,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
761,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
762,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
763,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
764,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
765,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
766,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
767,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
768,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
769,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
770,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
771,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
772,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
773,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
774,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
775,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
776,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
777,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
778,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
779,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
780,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
781,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
782,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
783,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
784,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
785,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
786,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
787,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
788,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
789,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
790,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
791,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
792,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
793,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
794,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
795,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
796,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
797,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
798,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
799,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
800,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
801,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
802,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
803,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
804,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
805,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
806,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
807,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
808,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
809,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
810,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
811,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
812,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
813,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
814,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
815,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
816,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
817,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
818,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
819,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
820,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
821,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
822,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
823,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
824,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
825,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
826,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
827,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
828,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
829,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
830,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
831,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
832,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
833,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
834,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
835,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
836,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
837,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
838,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
839,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
840,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
841,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
842,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
843,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
844,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
845,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
846,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
847,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
848,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
849,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
850,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
851,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
852,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
853,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
854,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
855,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
856,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
857,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
858,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
859,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
860,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
861,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
862,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
863,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
864,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
865,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
866,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
867,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
868,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
869,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
870,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
871,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
872,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
873,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
874,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
875,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
876,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
877,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
878,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
879,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
880,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
881,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
882,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
883,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
884,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
885,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
